transaction_id,order_ref,product_code,product_name,supplier_code,supplier_name,distributor_code,distributor_name,pharmacy_code,pharmacy_name,order_date,lead_time,delivery_date,quantity_ordered,quantity_delivered,unit_cost,transport_cost,total_cost,status,batch_no,expiry_date,storage_temp,postcode,notes
T100140,OR-68387,PN003,Insulin Glargine 100IU/ml,S004,HealQuick,D003,Scotland Regional Hub,PH003,City Clinic Pharmacy,2023/01/05,4,01/10/2023,500,500.0,£36.18,203.4,TBD,Returned,B8306,Jun 02 2024,Room Temp,B1 1AA,urgent
T101491,OR-69134,PN010,Co-codamol 30/500 Tablet,S001,NHS Supply Chain,D005,East England Depot,PH009,Midtown Pharmacy,2024/11/09,3,12 November 2024,150,150.0,56.93,104.06,8643.56,Returned,B4424,Apr 20 2027,ambient,SE1 9RT,
T100368,OR-47272,PN006,Warfarin 2mg Tablet,S005,GlobalMeds,D003,Scotland Regional Hub,PH010,University Hospital Pharmacy,2023-05-02,n/a,,0,0.0,48.73,39.34,39.34,Delivered,B6199,03/11/2023,2-8C,,urgent
T101304,OR-21944,PN004,Atorvastatin 20mg Tablet,S003,UKPharma Dist,D002,North West Depot,PH008,Lakeside Pharmacy,2024.12.12,5,12/17/2024,20,20.0,38.08,218.93,980.53,Delivered,B9457,07/12/2025,18C,M1 2AB,short shipment
T100116,OR-86735,PN008,Flu Vaccine,S004,HealQuick,D004,Wales Depot,PH006,Northside Pharmacy,2024/02/08,7,15/02/2024,0,0.0,3.42,288.78,288.78,Cancelled,B5684,2025-10-12,18C,B1 1AA,
T101510,OR-43330,PN010,Co-codamol 30/500 Tablet,S002,MediSupply Ltd,D003,Scotland Regional Hub,PH010,University Hospital Pharmacy,15-Apr-2025,4,20/04/2025,20,20.0,31.22,252.78,851.68,Returned,B5976,Dec 29 2025,Room Temp,m1 2ab,
T101190,OR-63116,PN002,Paracetamol 500mg Tablet,S004,HealQuick,D004,Wales Depot,PH004,Community Health Pharmacy,08/21/2024,2,08/23/2024,20,20.0,65.68,156.58,1470.18,Cancelled,B3862,2026-01-21,18C,M1 2AB,temperature sensitive
T100245,OR-47917,PN007,Omeprazole 20mg Capsule,S002,MediSupply Ltd,D001,Central Hub London,PH003,City Clinic Pharmacy,05/04/2023,7,2023-05-11,0,0.0,68.94,120.7,120.7,Delivered,B6515,Jul 23 2025,2-8C,M1 2AB,call before delivery
T101541,OR-86842,PN007,Omeprazole 20mg Capsule,S004,HealQuick,D002,North West Depot,PH007,Southcare Pharmacy,2023.10.28,14,11/11/2023,100,100.0,11.0,132.87,1232.87,Partial,B4924,2025-01-10,2-8C,SE1 9RT,
T101281,OR-72866,PN008,Flu Vaccine,S001,NHS Supply Chain,D002,North West Depot,PH001,St Thomas Hospital Pharmacy,2023.02.04,3,2023-02-07,300,300.0,63.34,16.3,19018.3,Partial,B4248,Oct 01 2024,2 to 8°C,M1 2AB,handle with care
T101018,OR-57666,PN002,Paracetamol  500mg  Tablet,S004,HealQuick,D003,Scotland Regional Hub,PH004,Community Health Pharmacy,01-Aug-2023,2,2023-08-05,150,150.0,60.45,243.46,9310.96,Delivered,B4731,May 04 2024,Room Temp,Unknown,call before delivery
T100009,OR-72277,PN002,Paracetamol 500mg Tablet,S001,NHS Supply Chain,D003,Scotland Regional Hub,PH007,Southcare Pharmacy,12/01/2023,7,2023-12-10,100,100.0,59.04,132.54,6036.54,In Transit,B5649,2026-03-08,2 to 8°C,B1 1AA,urgent
T100441,OR-38240,PN001,Amoxicillin 500mg Capsule,S001,NHS Supply Chain ,D002,North West Depot,PH007,Southcare Pharmacy,2024-01-17,4,01/22/2024,200,200.0,69.72,,13944.0,In Transit,B6639,2025-10-04,ambient,B1 1AA,
T101230,OR-52434,PN003,Insulin Glargine 100IU/ml,S002,MediSupply Ltd,D001,Central Hub London,PH004,Community Health Pharmacy,10-Dec-2023,14,12/24/2023,50,50.0,4.34,66.83,283.83,Partial,6060,Sep 14 2025,2 to 8°C,B1 1AA,temperature sensitive
T101588,OR-25715,PN009,Metformin 500mg Tablet,S002,MediSupply Ltd,D004,Wales Depot,PH007,Southcare Pharmacy,22/03/2024,-1,03/21/2024,100,100.0,23.1,254.87,2564.87,Delivered,,May 16 2026,Cold Chain,Unknown,call before delivery
T100694,OR-74956,PN008,Flu Vaccine,S005,GlobalMeds,D001,Central Hub London,PH008,Lakeside Pharmacy,2025/01/15,5,22/01/2025,10,10.0,56.99,51.74,621.64,Partial,B9457,May 12 2027,Room Temp,,short shipment
T100250,OR-42415,PN010,Co-codamol 30/500 Tablet,S001,NHS Supply Chain,D003,Scotland Regional Hub,PH003,City Clinic Pharmacy,2024.09.11,10,09/22/2024,0,0.0,40.41,240.39,240.39,In Transit,B5074,Apr 15 2025,2-8C,ls1 1ur,
T100867,OR-48998,PN005,Salbutamol Inhaler,S004,HealQuick,D003,Scotland Regional Hub,PH008,Lakeside Pharmacy,2023-06-05,14,19/06/2023,50,50.0,15.19,171.85,931.35,Cancelled,B7221,24/10/2024,Refrigerated,,short shipment
T100582,OR-54259,PN003,Insulin Glargine 100IU/ml,S003,UKPharma Dist,D001,Central Hub London,PH010,University Hospital Pharmacy,18/12/2024,2,21/12/2024,10,10.0,3.28,171.43,204.23,In Transit,B5123,2025-09-20,2 to 8°C,b1 1aa,temperature sensitive
T100384,OR-21689,PN005,Salbutamol Inhaler,S003,UKPharma Dist,D003,Scotland Regional Hub,PH008,Lakeside Pharmacy,07-Jun-2024,-3,06/06/2024,50,50.0,37.94,66.6,1963.6,Returned,B1673,23/04/2025,Cold Chain,Unknown,temperature sensitive
T101251,OR-48940,PN003,Insulin Glargine 100IU/ml,S002,MediSupply Ltd,D004,Wales Depot,PH010,University Hospital Pharmacy,10/09/2024,7,17/10/2024,250,250.0,73.03,255.33,18512.83,Delivered,B6262,13/03/2026,Cold Chain,LS1 1UR,temperature sensitive
T101273,OR-12851,PN007,Omeprazole 20mg Capsule,S003,UKPharma Dist,D002,North West Depot,PH006,Northside Pharmacy,07/09/2023,7,18/07/2023,20,8.0,60.38,132.37,1339.97,In Transit,B3835,02/02/2025,Room Temp,SE1 9RT,temperature sensitive
T100547,OR-26135,PN006,Warfarin 2mg Tablet,S001,NHS Supply Chain,D004,Wales Depot,PH007,Southcare Pharmacy,12/29/2024,4,2025-01-04,20,20.0,4.59,187.48,279.28,Delivered,B9963,N/A,18C,,urgent
T100892,OR-60229,PN006,Warfarin 2mg Tablet,S001,NHS Supply Chain,D004,Wales Depot,PH001,St Thomas Hospital Pharmacy,2024/09/23,3,2024-09-26,150,,14.87,112.43,2342.93,Delivered,B2366,Apr 22 2025,18C,N/A,temperature sensitive
T100907,OR-68623,PN007,Omeprazole 20mg Capsule,S005,GlobalMeds ,D002,North West Depot,PH007,Southcare Pharmacy,04/06/2025,2,04/08/2025,500,500.0,63.61,96.25,31901.25,Returned,B7789,29/06/2026,ambient,LS1 1UR,call before delivery
T101370,OR-68643,PN008,Flu Vaccine,S001,NHS Supply Chain,D002,North West Depot,PH001,St Thomas Hospital Pharmacy,09/04/2023,3,09/07/2023,0,0.0,9.66,83.48,83.48,In Transit,B3222,Nov 26 2025,2-8C,B1 1AA,
T101371,OR-24137,PN003,Insulin Glargine 100IU/ml,S002,MediSupply Ltd,D005,East England Depot,PH008,Lakeside Pharmacy,2023/01/03,5,01/09/2023,20,20.0,9.91,28.39,226.59,Partial,B5325,Aug 07 2023,ambient,,
T100452,OR-21140,PN005,Salbutamol Inhaler,S003,UKPharma Dist,D005,East England Depot,PH002,Royal Infirmary Pharmacy,06/03/2024,5,2024-06-08,250,250.0,45.58,285.45,11680.45,Partial,B4052,09/01/2026,2 to 8°C,SE1 9RT,urgent
T100709,OR-10771,PN003,Insulin Glargine 100IU/ml,S005,GlobalMeds,D002,North West Depot,PH001,St Thomas Hospital Pharmacy,06-Jul-2023,14,20 July 2023,50,50.0,41.85,298.93,2391.43,Returned,B2765,2025-02-19,ambient,M1 2AB,
T101017,OR-27001,PN009,Metformin 500mg Tablet,S005,GlobalMeds,D005,East England Depot,PH005,County General Pharmacy,22/04/2023,14,06/05/2023,0,0.0,6.28,53.74,53.74,In Transit,B5636,2025-03-28,Room Temp,SE1 9RT,handle with care
T101473,OR-56136,PN006,Warfarin 2mg Tablet,S003,UKPharma Dist,D005,East England Depot,PH008,Lakeside Pharmacy,08/16/2023,7,23/08/2023,50,50.0,47.63,162.41,2543.91,In Transit,B2250,2025-03-16,Room Temp,LS1 1UR,call before delivery
T100139,OR-68776,PN004,Atorvastatin 20mg Tablet,S005,GlobalMeds,D003,Scotland Regional Hub,PH008,Lakeside Pharmacy,2024/08/30,5,05/09/2024,150,150.0,34.47,213.54,5384.04,In Transit,B2915,16/01/2026,ambient,B1 1AA,handle with care
T100940,OR-31586,PN005,Salbutamol Inhaler,S004,HealQuick,D003,Scotland Regional Hub,PH001,St Thomas Hospital Pharmacy,17-May-2025,4,,300,300.0,73.68,149.56,22253.56,Returned,B6184,May 23 2026,2-8C,M1 2AB,short shipment
T100493,OR-17706,PN004,Atorvastatin 20mg Tablet,S002,MediSupply Ltd,D003,Scotland Regional Hub,PH005,County General Pharmacy,03/10/2023,7,10/11/2023,250,,56.11,42.78,14070.28,In Transit,B1304,06/09/2024,ambient,B1 1AA,temperature sensitive
T100905,OR-23677,PN001,Amoxicillin 500mg Capsule,S002,MediSupply Ltd,D002,North West Depot,PH009,Midtown Pharmacy,10/15/2023,7,2023-10-24,150,150.0,71.07,231.54,10892.04,Partial,,2026-02-19,2 to 8°C,SE1 9RT,
T101162,OR-90210,PN003,Insulin Glargine 100IU/ml,S002,MediSupply Ltd,D003,Scotland Regional Hub,PH006,Northside Pharmacy,23-Mar-2025,10,04/04/2025,10,5.0,13.61,87.98,224.08,Returned,B8160,2026-03-03,Room Temp,N/A,call before delivery
T100725,OR-71247,PN001,Amoxicillin 500mg Capsul3,S002,MediSupply Ltd,D005,East England Depot,PH006,Northside Pharmacy,2024/02/17,10,02/29/2024,100,100.0,72.59,0.39,7259.39,Cancelled,B6148,Jan 06 2025,Room Temp,LS1 1UR,urgent
T101562,OR-52717,PN001,Amoxicillin 500mg Capsule,S005,GlobalMeds,D003,Scotland Regional Hub,PH008,Lakeside Pharmacy,2025/03/01,10,03/13/2025,50,50.0,£72.86,213.03,TBD,Cancelled,B2319,Dec 23 2026,Room Temp,SE1 9RT,short shipment
T100853,OR-53548,PN003,Insulin Glargine 100IU/ml,S004,HealQuick,D003,Scotland Regional Hub,PH005,County General Pharmacy,2024-11-02,10,12/11/2024,100,100.0,56.03,199.66,5802.66,In Transit,B9508,2026-04-06,2-8C,LS1 1UR,call before delivery
T100717,OR-44608,PN002,Paracetamol  500mg  Tablet,S003,UKPharma Dist,D005,East England Depot,PH008,Lakeside Pharmacy,2024/01/09,14,01/23/2024,250,250.0,66.26,46.03,16611.03,Partial,B4597,Nov 21 2025,2 to 8°C,B1 1AA,urgent
T100529,OR-51879,PN002,Paracetamol 500mg Tablet,S002,MediSupply Ltd ,D002,North West Depot,PH004,Community Health Pharmacy,25/02/2023,5,2023-03-03,20,20.0,2.53,94.51,145.11,Returned,B2563,2024-10-08,Room Temp,Unknown,urgent
T100172,OR-74751,PN002,Paracetamol 500mg Tablet,S004,HealQuick,D004,Wales Depot,PH010,University Hospital Pharmacy,01/02/2024,14,2024-01-16,50,50.0,14.77,242.52,981.02,Cancelled,,Nov 16 2025,Refrigerated,B1 1AA,
T101543,OR-42642,PN007,Omeprazole 20mg Capsule,S003,UKPharma Dist,D004,Wales Depot,PH010,University Hospital Pharmacy,2024-06-04,4,08/06/2024,100,100.0,16.31,15.06,1646.06,In Transit,B7654,2025-07-18,2 to 8°C,,handle with care
T100683,OR-70513,PN001,Amoxicillin 500mg Capsule,S001,NHS Supply Chain,D003,Scotland Regional Hub,PH003,City Clinic Pharmacy,12/29/2023,7,06/01/2024,100,100.0,24.71,270.01,2741.01,Delivered,B5957,Feb 19 2025,18C,SE1 9RT,call before delivery
T101487,OR-13825,PN002,Paracetamol 500mg Tablet,S004,HealQuick,D002,North West Depot,PH009,Midtown Pharmacy,01-Feb-2023,3,05/02/2023,10,10.0,59.4,123.03,717.03,Returned,B7761,May 28 2025,Cold Chain,Unknown,call before delivery
T101108,OR-81835,PN008,Flu Vaccine,S001,NHS Supply Chain,D004,Wales Depot,PH001,St Thomas Hospital Pharmacy,12/12/2024,14,26/12/2024,150,150.0,28.1,222.65,4437.65,Cancelled,5179,N/A,18C,,
T101004,OR-72477,PN003,Insulin Glargine 100IU/ml,S002,MediSupply Ltd,D005,East England Depot,PH005,County General Pharmacy,23-Dec-2023,3,2023-12-26,10,10.0,29.8,76.83,374.83,Cancelled,B8661,2024-12-23,ambient,Unknown,
T101129,OR-96445,PN006,Warfarin 2mg Tablet,S002,MediSupply Ltd,D003,Scotland Regional Hub,PH009,Midtown Pharmacy,10/12/2024,7,2024-12-17,0,,35.77,190.41,190.41,Cancelled,B5845,26/04/2026,Refrigerated,Unknown,temperature sensitive
T101592,OR-19568,PN006,Warfarin 2mg Tablet,S001,NHS SUPPLY CHAIN,D003,Scotland Regional Hub,PH006,Northside Pharmacy,2024.11.07,2,2024-11-09,20,20.0,26.29,193.88,719.68,In Transit,B2372,2027-03-30,Room Temp,,"call before delivery
please confirm"
T100007,OR-60140,PN006,Warfarin 2mg Tablet,S004,HealQuick,D001,Central Hub London,PH002,Royal Infirmary Pharmacy,19/03/2023,14,04/04/2023,0,0.0,58.62,186.2,186.2,In Transit,B3900,10/10/2023,2 to 8°C,,handle with care
T100991,OR-53659,PN001,Amoxicillin 500mg Capsule,S004,HealQuick,D003,Scotland Regional Hub,PH005,County General Pharmacy,2024-11-22,7,11/29/2024,10,10.0,25.8,54.05,312.05,Partial,B9731,Jul 27 2026,2-8C,Unknown,short shipment
T100653,OR-12553-DUP,PN008,Flu Vaccine,S001,NHS Supply Chain ,D005,East England Depot,PH009,Midtown Pharmacy,2023-07-27,5,02/08/2023,20,,46.48,41.32,970.92,Delivered,B3624,2026-01-06,18C,SE1 9RT,handle with care
T101229,OR-92475,PN008,Flu Vaccine,S003,UKPharma Dist,D002,North West Depot,PH002,Royal Infirmary Pharmacy,07-May-2025,7,2025-05-15,20,20.0,17.92,239.23,597.63,Delivered,B3396,2027-01-05,2 to 8°C,,"temperature sensitive
please confirm"
T101218,OR-66203,PN002,Paracetamol 500mg Tablet,S001,NHS Supply Chain ,D003,Scotland Regional Hub,PH001,St Thomas Hospital Pharmacy,31-Jan-2024,4,04/02/2024,50,50.0,£24.28,165.04,1379.04,Cancelled,B5322,Feb 05 2026,ambient,SE1 9RT,—
T100352,OR-69151,PN003,Insulin Glargin3 100IU/ml,S004,HealQuick,D004,Wales Depot,PH005,County General Pharmacy,16-Jan-2025,7,01/25/2025,200,97.0,5.78,231.56,1387.56,In Transit,B9681,11/08/2025,Room Temp,,short shipment
T100949,OR-59179,PN006,Warfarin 2mg Tablet,S001,NHS SUPPLY CHAIN,D002,North West Depot,PH007,Southcare Pharmacy,31-Oct-2024,5,07/11/2024,250,250.0,73.07,0.81,18268.31,In Transit,B1893,27/02/2026,2 to 8°C,SE1 9RT,
T100768,OR-17477,PN007,Omeprazole 20mg Capsule,S003,UKPharma Dist,D003,Scotland Regional Hub,PH005,County General Pharmacy,04/23/2025,4,2025-04-27,300,300.0,£35.01,85.58,10588.58,Delivered,B3205,Nov 09 2026,Refrigerated,LS1 1UR,call before delivery
T100721,OR-42779,PN006,Warfarin 2mg Tablet,S005,GlobalMeds,D002,North West Depot,PH007,Southcare Pharmacy,03/16/2025,3,2025-03-21,0,0.0,23.44,55.03,55.03,Partial,B2222,2027-05-04,2-8C,Unknown,temperature sensitive
T100324,OR-65478,PN007,Omeprazole  20mg  Capsule,S004,HealQuick,D002,North West Depot,PH005,County General Pharmacy,11-Jan-2024,3,14/01/2024,50,50.0,£4.23,279.6,TBD,Partial,B4047,2025-05-24,Room Temp,Unknown,call before delivery
T101114,OR-92491,PN009,Metformin 500mg Tablet,S001,NHS Supply Chain,D001,Central Hub London,PH003,City Clinic Pharmacy,12-Apr-2025,4,2025-04-17,20,20.0,11.07,190.95,412.35,Cancelled,6385,01/04/2026,18C,LS1 1UR,urgent
T100952,OR-93713,PN006,Warfarin 2mg Tablet,S002,MediSupply Ltd,D002,North West Depot,PH007,Southcare Pharmacy,08/04/2024,2,04/12/2024,100,100.0,56.55,192.77,5847.77,Delivered,B8362,03/09/2025,18C,,
T100934,OR-76106,PN002,Paracetamol 500mg Tablet,S003,UKPharma Dist,D004,Wales Depot,PH010,University Hospital Pharmacy,2024-03-29,2,2024-04-01,150,150.0,£41.55,245.98,6478.48,Returned,B5177,Aug 16 2025,Cold Chain,,
T101217,OR-43838,PN002,Paracetamol 500mg Tablet,S005,GlobalMeds,D004,Wales Depot,PH004,Community Health Pharmacy,20/01/2024,2,01/23/2024,250,250.0,10.86,129.84,2844.84,In Transit,B2287,01/04/2025,Room Temp,LS1 1UR,—
T101183,OR-77677,PN010,Co-codamol 30/500 Tabl3t,S001,NHS Supply Chain,D004,Wales Depot,PH007,Southcare Pharmacy,2023/12/19,10,29/12/2023,150,150.0,£41.35,221.8,TBD,Cancelled,B3343,Oct 01 2025,2-8C,B1 1AA,short shipment
T100253,OR-34598,PN001,Amoxicillin 500mg Capsule,S004,HealQuick,D004,Wales Depot,PH008,Lakeside Pharmacy,2023/06/24,10,04/07/2023,100,100.0,11.04,184.2,1288.2,Cancelled,B4450,May 07 2024,2 to 8°C,M1 2AB,—
T101008,OR-98993,PN009,M3tformin  500mg  Tablet,S003,UKPharma Dist,D002,North West Depot,PH009,Midtown Pharmacy,2024/02/11,10,21 February 2024,50,50.0,67.52,281.86,3657.86,Partial,B7415,19/08/2025,2 to 8°C,SE1 9RT,
T101554,OR-30218,PN009,Metformin 500mg Tablet,S003,UKPharma Dist,D005,East England Depot,PH010,University Hospital Pharmacy,2024-02-04,3,07/02/2024,200,,37.11,223.49,7645.49,Partial,9401,2025-07-28,Room Temp,LS1 1UR,handle with care
T100367,OR-87112,PN002,Paracetamol  500mg  Tablet,S005,GlobalMeds,D005,East England Depot,PH009,Midtown Pharmacy,2024/04/29,10,2024-05-09,300,300.0,10.7,242.82,3462.82,Returned,B8369,2025-08-08,Room Temp,M1 2AB,call before delivery
T101168,OR-37822,PN001,Amoxicillin 500mg Capsule,S004,HealQuick,D002,North West Depot,PH006,Northside Pharmacy,07/23/2023,3,,20,20.0,33.66,57.25,730.45,Delivered,B7792,Oct 04 2025,2 to 8°C,M1 2AB,temperature sensitive
T100407,OR-81760,PN003,Insulin Glargin3 100IU/ml,S002,MediSupply Ltd,D001,Central Hub London,PH010,University Hospital Pharmacy,12/01/2025,7,01/21/2025,10,10.0,28.17,176.56,458.26,Partial,B2543,2026-12-22,2 to 8°C,M1 2AB,call before delivery
T100137,OR-86037,PN010,Co-codamol  30/500  Tablet,S004,HealQuick,D004,Wales Depot,PH001,St Thomas Hospital Pharmacy,2025-05-31,10,06/12/2025,300,300.0,25.51,273.0,7936.0,Cancelled,B1669,May 25 2026,2-8C,B1 1AA,short shipment
T100516,OR-67674,PN006,Warfarin 2mg Tablet,S003,UKPharma Dist,D001,Central Hub London,PH010,University Hospital Pharmacy,11/26/2023,3,11/30/2023,0,,53.93,261.57,261.57,Delivered,B9690,14/10/2024,Refrigerated,SE1 9RT,urgent
T101204,OR-35978,PN010,Co-codamol 30/500 Tablet,S001,NHS Supply Chain,D004,Wales Depot,PH003,City Clinic Pharmacy,10/24/2024,5,2024-10-29,300,,72.74,30.1,21852.1,In Transit,B3124,09/05/2025,Refrigerated,B1 1AA,
T100227,OR-14677,PN005,Salbutamol Inhaler,S005,GlobalMeds,D001,Central Hub London,PH002,Royal Infirmary Pharmacy,2023-09-04,3,2023-09-09,10,10.0,25.36,14.74,268.34,In Transit,B7597,09/12/2024,Refrigerated,,
T101187,OR-65893,PN010,Co-codamol 30/500 Tablet,S005,GlobalMeds,D003,Scotland Regional Hub,PH007,Southcare Pharmacy,04/01/2024,2,2024-04-03,150,150.0,£10.41,298.65,TBD,Returned,,Jan 05 2026,18C,se1 9rt,handle with care
T101517,OR-50985,PN006,Warfarin 2mg Tablet,S002,MediSupply Ltd,D003,Scotland Regional Hub,PH003,City Clinic Pharmacy,2025-03-15,3,03/18/2025,50,50.0,64.97,,3248.5,Returned,B9867,Nov 24 2026,ambient,b1 1aa,handle with care
T100432,OR-39233,PN010,Co-codamol 30/500 Tablet,S003,UKPharma Dist,D005,East England Depot,PH003,City Clinic Pharmacy,29-Jan-2023,3,01/02/2023,20,20.0,17.83,243.71,600.31,Returned,B3947,Aug 17 2024,ambient,SE1 9RT,
T100522,OR-72883,PN002,Paracetamol 500mg Tablet,S003,UKPharma Dist,D005,East England Depot,PH008,Lakeside Pharmacy,27-Apr-2023,5,05/02/2023,250,250.0,48.09,80.1,12102.6,Partial,5807,17/06/2024,18C,M1 2AB,urgent
T101274,OR-98586,PN004,Atorvastatin 20mg Tablet,S005,GlobalMeds,D001,Central Hub London,PH005,County General Pharmacy,26/08/2024,10,05/09/2024,150,150.0,36.49,18.72,5492.22,Cancelled,B6833,01/06/2026,ambient,,short shipment
T100221,OR-25362,PN003,Insulin Glargine 100IU/ml,S005,GlobalMeds,D004,Wales Depot,PH005,County General Pharmacy,2024-11-06,3,11/09/2024,20,20.0,27.42,,548.4,Delivered,B7879,22/03/2026,2 to 8°C,m1 2ab,short shipment
T101096,OR-97708,PN006,Warfarin 2mg Tablet,S005,GlobalMeds,D003,Scotland Regional Hub,PH007,Southcare Pharmacy,25/07/2023,7,2023-08-02,300,300.0,8.92,198.69,2874.69,Delivered,B4828,Oct 06 2025,Room Temp,SE1 9RT,
T100223,OR-60540,PN008,Flu Vaccine,S005,GlobalMeds,D002,North West Depot,PH010,University Hospital Pharmacy,28-Dec-2023,14,11/01/2024,100,100.0,30.17,128.82,3145.82,In Transit,B7094,12/05/2025,,M1 2AB,handle with care
T101411,OR-35813,PN009,Metformin 500mg Tablet,S003,UKPharma Dist ,D005,East England Depot,PH002,Royal Infirmary Pharmacy,2023/10/17,10,10/27/2023,250,250.0,8.19,81.19,2128.69,In Transit,B4586,2025-12-15,ambient,SE1 9RT,short shipment
T101380,OR-11226,PN008,Flu  Vaccine,S003,UKPharma Dist,D003,Scotland Regional Hub,PH006,Northside Pharmacy,2024/10/04,5,2024-10-09,10,10.0,53.28,38.44,571.24,Partial,B2282,29/11/2026,2-8C,SE1 9RT,temperature sensitive
T100870,OR-29839,PN002,Paracetamol 500mg Tablet,S002,MediSupply Ltd,D001,Central Hub London,PH003,City Clinic Pharmacy,07/03/2023,7,2023-03-15,500,500.0,28.39,124.1,14319.1,Cancelled,B3564,2025-08-12,18C,N/A,temperature sensitive
T100078,OR-84632,PN008,Flu Vaccine,S002,MediSupply Ltd,D002,North West Depot,PH005,County General Pharmacy,04/10/2023,4,14/04/2023,50,50.0,25.18,255.36,1514.36,Returned,B2166,Apr 23 2024,Cold Chain,LS1 1UR,urgent
T100799,OR-12381,PN010,co-codamol 30/500 tablet,S002,MediSupply Ltd,D001,Central Hub London,PH007,Southcare Pharmacy,2023-08-09,n/a,,50,50.0,18.56,205.72,1133.72,Delivered,B3907,2025-06-15,2-8C,LS1 1UR,
T101564,OR-87467,PN010,Co-codamol 30/500 Tablet,S004,HealQuick,D005,East England Depot,PH007,Southcare Pharmacy,21/01/2024,14,2024-02-06,500,205.0,17.08,248.22,8788.22,Delivered,B4202,2024-09-24,18C,LS1 1UR,urgent
T100657,OR-42782,PN004,Atorvastatin  20mg  Tablet,S005,GlobalMeds,D005,East England Depot,PH008,Lakeside Pharmacy,2023/05/01,14,2023-05-15,150,150.0,£66.01,220.94,10122.44,Cancelled,B2446,May 07 2024,2 to 8°C,SE1 9RT,temperature sensitive
T101224,OR-62521,PN004,Atorvastatin 20mg Tablet,S001,NHS Supply Chain,D004,Wales Depot,PH005,County General Pharmacy,2023-01-24,7,31 January 2023,300,300.0,26.38,246.91,8160.91,Returned,B9209,Mar 07 2025,18C,M1 2AB,
T100057,OR-11256,PN009,Metformin 500mg Tablet,S003,UKPharma Dist,D003,Scotland Regional Hub,PH010,University Hospital Pharmacy,2024/02/02,2,02/04/2024,500,500.0,9.21,116.54,4721.54,Partial,B9804,2026-05-22,Refrigerated,M1 2AB,temperature sensitive
T100128,OR-79637,PN003,Insulin Glargine 100IU/ml,S005,GlobalMeds,D001,Central Hub London,PH003,City Clinic Pharmacy,01/09/2024,14,09/15/2024,50,50.0,£61.56,139.2,3217.2,Returned,B7390,26/07/2025,2-8C,LS1 1UR,short shipment
T100916,OR-95658,PN009,Metformin 500mg Tablet,S003,UKPharma Dist,D002,North West Depot,PH004,Community Health Pharmacy,02/28/2025,3,03/03/2025,10,10.0,26.76,193.46,461.06,Partial,B1645,Dec 14 2025,Cold Chain,SE1 9RT,short shipment
T101352,OR-49390,PN001,Amoxicillin 500mg Capsule,S001,NHS SUPPLY CHAIN,D001,Central Hub London,PH002,Royal Infirmary Pharmacy,02/04/2023,3,04/05/2023,10,10.0,34.07,230.16,570.86,In Transit,B8470,21/12/2023,Room Temp,M1 2AB,urgent
T100808,OR-95434,PN005,Salbutamol Inhaler,S001,NHS Supply Chain,D003,Scotland Regional Hub,PH010,University Hospital Pharmacy,29-Sep-2023,4,10/03/2023,20,20.0,£67.49,187.21,1537.01,Cancelled,B3844,2026-02-01,Refrigerated,Unknown,temperature sensitive
T100496,OR-74973,PN003,Insulin Glargin3 100IU/ml,S001,NHS Supply Chain,D001,Central Hub London,PH009,Midtown Pharmacy,06-Jun-2025,14,06/20/2025,20,20.0,4.2,278.98,362.98,Delivered,B5996,2027-10-11,2 to 8°C,Unknown,
T101420,OR-86455,PN001,Amoxicillin 500mg Capsule,S002,MediSupply Ltd,D003,Scotland Regional Hub,PH003,City Clinic Pharmacy,2024/10/25,7,01 November 2024,150,150.0,7.55,252.18,1384.68,Returned,B5440,31/07/2025,Refrigerated,M1 2AB,call before delivery
T100342,OR-27956,PN009,Metformin 500mg Tablet,S002,MediSupply Ltd,D001,Central Hub London,PH003,City Clinic Pharmacy,21-Jan-2023,14,2023-02-04,100,100.0,15.36,180.47,1716.47,Partial,B5012,2024-06-28,Refrigerated,B1 1AA,call before delivery
T100381,OR-86639,PN009,Metformin 500mg Tablet,S001,NHS Supply Chain,D001,Central Hub London,PH002,Royal Infirmary Pharmacy,29-Dec-2024,5,03 January 2025,300,300.0,31.1,197.78,9527.78,Cancelled,,2027-01-06,Room Temp,,short shipment
T101006,OR-87416,PN006,Warfarin 2mg Tablet,S003,UKPharma Dist,D003,Scotland Regional Hub,PH002,Royal Infirmary Pharmacy,2023/04/16,2,04/20/2023,10,10.0,70.58,168.02,848.32,In Transit,B2203,Jan 08 2025,2-8C,LS1 1UR,urgent
T100878,OR-79360,PN008,Flu Vaccine,S003,UKPharma Dist ,D001,Central Hub London,PH006,Northside Pharmacy,26/03/2023,5,03/31/2023,200,200.0,14.15,100.08,2930.08,Returned,B2829,2025-05-01,Room Temp,LS1 1UR,temperature sensitive
T100813,OR-41510,PN007,Omeprazole 20mg Capsule,S005,GlobalMeds,D004,Wales Depot,PH007,Southcare Pharmacy,2025-01-03,5,,250,150.0,10.15,93.24,2630.74,Returned,,12/11/2025,Refrigerated,Unknown,call before delivery
T101509,OR-34122,PN005,Salbutamol Inhaler,S001,NHS Supply Chain,D002,North West Depot,PH007,Southcare Pharmacy,07/05/2024,5,10/07/2024,0,0.0,40.64,68.24,68.24,Returned,,Feb 22 2026,Refrigerated,,handle with care
